Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
4902,CA-2018-120936,2018-12-17,2018-12-21,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804.0,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98
4903,CA-2018-110884,2018-03-07,2018-03-12,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,25.92
4904,CA-2018-110884,2018-03-07,2018-03-12,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10035.0,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59
4905,US-2015-161613,2015-12-01,2015-12-03,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070.0,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058
4906,US-2015-146353,2015-10-14,2015-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301.0,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92
4907,US-2015-146353,2015-10-14,2015-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301.0,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9
4908,CA-2015-133809,2015-11-18,2015-11-23,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014.0,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808
4909,CA-2015-133809,2015-11-18,2015-11-23,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014.0,East,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588
4910,CA-2018-127306,2018-01-14,2018-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336
4911,CA-2018-127306,2018-01-14,2018-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288
4912,CA-2018-127306,2018-01-14,2018-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984
4913,CA-2018-127306,2018-01-14,2018-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97
4914,CA-2018-127306,2018-01-14,2018-01-18,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,37604.0,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508
4915,CA-2016-161830,2016-09-24,2016-09-26,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98105.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",35.96
4916,CA-2016-161830,2016-09-24,2016-09-26,Second Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,14.952
4917,CA-2018-163125,2018-10-09,2018-10-11,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573.0,Central,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144
4918,CA-2018-163125,2018-10-09,2018-10-11,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,77573.0,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058
4919,CA-2017-160304,2017-01-02,2017-01-07,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877.0,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94
4920,CA-2017-160304,2017-01-02,2017-01-07,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,20877.0,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98
4921,CA-2018-101728,2018-08-19,2018-08-23,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296
4922,CA-2018-114055,2018-12-25,2018-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08
4923,CA-2018-114055,2018-12-25,2018-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62
4924,CA-2018-114055,2018-12-25,2018-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1
4925,CA-2018-114055,2018-12-25,2018-12-29,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810.0,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48
4926,CA-2018-126438,2018-09-10,2018-09-13,First Class,AR-10345,Alex Russell,Corporate,United States,Lawrence,Massachusetts,1841.0,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88
4927,CA-2018-117653,2018-10-19,2018-10-23,Standard Class,MO-17500,Mary O'Rourke,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275
4928,CA-2018-143245,2018-12-01,2018-12-06,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824.0,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44
4929,CA-2018-143245,2018-12-01,2018-12-06,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824.0,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15
4930,US-2015-138828,2015-09-02,2015-09-03,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75
4931,US-2015-138828,2015-09-02,2015-09-03,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94
