Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
3950,CA-2017-119963,2017-11-18,2017-11-22,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,19.648
3951,CA-2017-119963,2017-11-18,2017-11-22,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506.0,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",255.108
3952,CA-2015-121167,2015-11-28,2015-11-30,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,11520.0,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248
3953,US-2017-151862,2017-03-01,2017-03-08,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219.0,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,159.984
3954,CA-2018-152961,2018-01-15,2018-01-19,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,2169.0,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
3955,CA-2015-133228,2015-04-04,2015-04-09,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205.0,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,5.47
3956,CA-2015-133228,2015-04-04,2015-04-09,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205.0,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36
3957,CA-2017-114951,2017-06-26,2017-07-03,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.14
3958,CA-2017-156573,2017-05-29,2017-06-02,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.277
3959,CA-2017-156573,2017-05-29,2017-06-02,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.448
3960,CA-2017-156573,2017-05-29,2017-06-02,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211.0,South,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,44.76
3961,CA-2016-113901,2016-10-19,2016-10-24,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227.0,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28
3962,CA-2016-113901,2016-10-19,2016-10-24,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227.0,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,149.95
3963,CA-2018-134838,2018-02-19,2018-02-20,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045.0,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,12.84
3964,CA-2018-134838,2018-02-19,2018-02-20,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045.0,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67
3965,CA-2017-120257,2017-09-22,2017-09-28,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872
3966,CA-2015-164910,2015-11-12,2015-11-17,Second Class,DM-13345,Denise Monton,Corporate,United States,Asheville,North Carolina,28806.0,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,7.872
3967,CA-2017-149902,2017-04-01,2017-04-06,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,10024.0,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04
3968,CA-2017-146010,2017-05-20,2017-05-23,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,80906.0,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,40.635
3969,US-2016-163685,2016-06-01,2016-06-05,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728
3970,US-2016-163685,2016-06-01,2016-06-05,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,42.24
3971,CA-2015-135090,2015-11-22,2015-11-26,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,53.82
3972,CA-2016-132374,2016-02-22,2016-02-24,Second Class,PS-19045,Penelope Sewall,Home Office,United States,Sterling Heights,Michigan,48310.0,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,79.36
