Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
6845,CA-2017-123946,2017-09-12,2017-09-17,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Springfield,Virginia,22153.0,South,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1059.12
6846,CA-2015-147543,2015-07-06,2015-07-12,Standard Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020.0,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48
6847,US-2017-159093,2017-05-09,2017-05-14,Standard Class,RS-19420,Ricardo Sperren,Corporate,United States,Los Angeles,California,90036.0,West,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04
6848,CA-2017-162110,2017-07-18,2017-07-22,Standard Class,NP-18670,Nora Paige,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,55.992
6849,US-2017-163461,2017-06-18,2017-06-21,First Class,BT-11440,Bobby Trafton,Consumer,United States,Frankfort,Illinois,60423.0,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864
6850,CA-2015-101462,2015-04-20,2015-04-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045.0,West,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92
6851,US-2017-100461,2017-01-08,2017-01-12,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132.0,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88
6852,US-2017-100461,2017-01-08,2017-01-12,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Franklin,Wisconsin,53132.0,Central,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,106.05
6853,US-2018-162670,2018-12-23,2018-12-28,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",62.04
6854,US-2018-162670,2018-12-23,2018-12-28,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",494.97
6855,US-2018-162670,2018-12-23,2018-12-28,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",367.96
6856,US-2018-162670,2018-12-23,2018-12-28,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",44.96
6857,US-2018-162670,2018-12-23,2018-12-28,Second Class,MF-18250,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209.0,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94
6858,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14
6859,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38
6860,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9
6861,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,274.89
6862,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,23.04
6863,CA-2018-128965,2018-04-17,2018-04-22,Standard Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,90008.0,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352
6864,CA-2018-138618,2018-12-01,2018-12-08,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,10.368
6865,US-2017-126452,2017-08-21,2017-08-28,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004.0,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,12.672
